game_date,Home Team,Away Team,Period,Clock,Home Team Skaters,Away Team Skaters,Home Team Goals,Away Team Goals,Team,Player,Event,X Coordinate,Y Coordinate,Detail 1,Detail 2,Detail 3,Detail 4,Player 2,X Coordinate 2,Y Coordinate 2
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:47,4,5,0,0,Olympic (Women) - Canada,Laura Fortino,Shot,134,62,Wristshot,Blocked,t,f,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:46,4,5,0,0,Olympic (Women) - United States,Emily Pfalzer,Puck Recovery,27,52,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:45,4,5,0,0,Olympic (Women) - United States,Emily Pfalzer,Dump In/Out,26,57,Lost,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:41,4,5,0,0,Olympic (Women) - Canada,Genevieve Lacasse,Puck Recovery,15,41,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:40,4,5,0,0,Olympic (Women) - Canada,Genevieve Lacasse,Play,15,41,Direct,,,,Laura Fortino,8,36
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:35,4,5,0,0,Olympic (Women) - Canada,Laura Fortino,Play,35,43,Direct,,,,Melodie Daoust,68,27
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:34,4,5,0,0,Olympic (Women) - Canada,Melodie Daoust,Play,72,41,Direct,,,,Laura Fortino,66,31
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:31,4,5,0,0,Olympic (Women) - Canada,Laura Fortino,Play,92,40,Direct,,,,Marie-Philip Poulin,113,32
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:30,4,5,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Zone Entry,125,29,Carried,,,,Emily Pfalzer,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:27,4,5,0,0,Olympic (Women) - United States,Megan Keller,Puck Recovery,9,73,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:24,4,5,0,0,Olympic (Women) - United States,Megan Keller,Play,4,35,Indirect,,,,Kendall Coyne Schofield,45,1
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:22,4,5,0,0,Olympic (Women) - United States,Kendall Coyne Schofield,Dump In/Out,45,1,Lost,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:17,5,5,0,0,Olympic (Women) - Canada,Genevieve Lacasse,Puck Recovery,2,42,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:17,5,5,0,0,Olympic (Women) - Canada,Genevieve Lacasse,Play,2,42,Indirect,,,,Laura Fortino,32,83
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:15,5,5,0,0,Olympic (Women) - Canada,Laura Fortino,Play,38,84,Direct,,,,Brianne Jenner,63,69
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:14,5,5,0,0,Olympic (Women) - Canada,Brianne Jenner,Dump In/Out,63,69,Lost,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:12,5,5,0,0,Olympic (Women) - United States,Kacey Bellamy,Puck Recovery,56,3,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:12,5,5,0,0,Olympic (Women) - United States,Brianna Decker,Faceoff Win,100,42,Backhand,,,,Brianne Jenner,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:09,5,5,0,0,Olympic (Women) - United States,Cayla Barnes,Puck Recovery,65,52,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:07,5,5,0,0,Olympic (Women) - United States,Cayla Barnes,Play,42,63,Direct,,,,Brianna Decker,72,41
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:05,5,5,0,0,Olympic (Women) - United States,Brianna Decker,Play,72,41,Direct,,,,Kacey Bellamy,42,36
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:04,5,5,0,0,Olympic (Women) - United States,Kacey Bellamy,Play,62,17,Indirect,,,,Kendall Coyne Schofield,124,6
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,19:02,5,5,0,0,Olympic (Women) - United States,Kendall Coyne Schofield,Zone Entry,124,6,Carried,,,,Meaghan Mikkelson,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:58,5,5,0,0,Olympic (Women) - United States,Hilary Knight,Puck Recovery,197,17,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:57,5,5,0,0,Olympic (Women) - Canada,Meaghan Mikkelson,Puck Recovery,8,59,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:57,5,5,0,0,Olympic (Women) - Canada,Meaghan Mikkelson,Play,8,59,Indirect,,,,Lauriane Rougeau,4,20
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:54,5,5,0,0,Olympic (Women) - Canada,Lauriane Rougeau,Play,13,16,Indirect,,,,Jillian Saulnier,56,2
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:52,5,5,0,0,Olympic (Women) - Canada,Jillian Saulnier,Dump In/Out,56,2,Lost,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:51,5,5,0,0,Olympic (Women) - United States,Kendall Coyne Schofield,Puck Recovery,134,82,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:51,5,5,0,0,Olympic (Women) - United States,Kendall Coyne Schofield,Play,134,82,Direct,,,,Hilary Knight,164,81
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:45,5,5,0,0,Olympic (Women) - United States,Hilary Knight,Play,177,4,Indirect,,,,Kacey Bellamy,129,4
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:44,5,5,0,0,Olympic (Women) - United States,Kacey Bellamy,Shot,129,4,Snapshot,Missed,t,t,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:42,5,5,0,0,Olympic (Women) - Canada,Genevieve Lacasse,Puck Recovery,15,46,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:42,5,5,0,0,Olympic (Women) - Canada,Genevieve Lacasse,Dump In/Out,15,46,Lost,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:40,5,5,0,0,Olympic (Women) - United States,Kacey Bellamy,Puck Recovery,138,9,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:38,5,5,0,0,Olympic (Women) - United States,Kacey Bellamy,Shot,171,8,Snapshot,On Net,t,f,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:37,5,5,0,0,Olympic (Women) - Canada,Lauriane Rougeau,Puck Recovery,5,62,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:35,5,5,0,0,Olympic (Women) - Canada,Brianne Jenner,Puck Recovery,12,50,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:35,5,5,0,0,Olympic (Women) - Canada,Brianne Jenner,Incomplete Play,12,50,Direct,,,,Lauriane Rougeau,4,58
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:35,5,5,0,0,Olympic (Women) - United States,Kacey Bellamy,Takeaway,191,28,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:34,5,5,0,0,Olympic (Women) - United States,Kacey Bellamy,Shot,180,28,Wristshot,Blocked,f,f,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:33,5,5,0,0,Olympic (Women) - Canada,Meaghan Mikkelson,Puck Recovery,20,44,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:33,5,5,0,0,Olympic (Women) - Canada,Meaghan Mikkelson,Play,20,44,Direct,,,,Rebecca Johnston,33,53
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:31,5,5,0,0,Olympic (Women) - Canada,Rebecca Johnston,Play,37,42,Direct,,,,Jillian Saulnier,60,32
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:28,5,5,0,0,Olympic (Women) - Canada,Jillian Saulnier,Dump In/Out,112,9,Lost,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:28,5,5,0,0,Olympic (Women) - Canada,Jillian Saulnier,Zone Entry,112,9,Dumped,,,,Megan Keller,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:27,5,5,0,0,Olympic (Women) - Canada,Blayre Turnbull,Faceoff Win,120,21,Backhand,,,,Hilary Knight,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:25,5,5,0,0,Olympic (Women) - Canada,Jocelyne Larocque,Puck Recovery,103,4,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:24,5,5,0,0,Olympic (Women) - Canada,Jocelyne Larocque,Dump In/Out,114,3,Lost,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:24,5,5,0,0,Olympic (Women) - Canada,Jocelyne Larocque,Zone Entry,114,3,Dumped,,,,Sidney Morin,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:22,5,5,0,0,Olympic (Women) - United States,Maddie Rooney,Puck Recovery,0,43,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:22,5,5,0,0,Olympic (Women) - United States,Maddie Rooney,Play,0,43,Indirect,,,,Lee Stecklein,0,43
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:15,5,5,0,0,Olympic (Women) - United States,Lee Stecklein,Dump In/Out,98,8,Lost,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:15,5,5,0,0,Olympic (Women) - United States,Lee Stecklein,Zone Entry,98,8,Dumped,,,,Brigette Lacquette,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:12,5,5,0,0,Olympic (Women) - Canada,Genevieve Lacasse,Puck Recovery,7,51,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:12,5,5,0,0,Olympic (Women) - Canada,Genevieve Lacasse,Play,7,51,Indirect,,,,Brigette Lacquette,7,70
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:11,5,5,0,0,Olympic (Women) - Canada,Brigette Lacquette,Play,7,70,Indirect,,,,Jennifer Wakefield,32,84
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:08,5,5,0,0,Olympic (Women) - Canada,Jennifer Wakefield,Incomplete Play,37,83,Indirect,,,,Blayre Turnbull,77,82
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:07,5,5,0,0,Olympic (Women) - United States,Cayla Barnes,Puck Recovery,88,3,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:05,5,5,0,0,Olympic (Women) - United States,Cayla Barnes,Play,73,2,Direct,,,,Kelly Pannek,96,34
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:04,5,5,0,0,Olympic (Women) - United States,Kelly Pannek,Play,96,50,Direct,,,,Monique Lamoureux,116,79
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:03,5,5,0,0,Olympic (Women) - United States,Monique Lamoureux,Zone Entry,125,75,Carried,,,,Brigette Lacquette,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,18:01,5,5,0,0,Olympic (Women) - United States,Monique Lamoureux,Play,154,74,Direct,,,,Jocelyne Lamoureux,139,63
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:59,5,5,0,0,Olympic (Women) - United States,Jocelyne Lamoureux,Play,149,78,Direct,,,,Kelly Pannek,180,43
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:58,5,5,0,0,Olympic (Women) - United States,Kelly Pannek,Shot,180,43,Deflection,On Net,f,f,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:57,5,5,0,0,Olympic (Women) - Canada,Blayre Turnbull,Puck Recovery,6,34,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:55,5,5,0,0,Olympic (Women) - Canada,Blayre Turnbull,Incomplete Play,13,17,Indirect,,,,Natalie Spooner,51,10
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:52,5,5,0,0,Olympic (Women) - United States,Lee Stecklein,Puck Recovery,119,52,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:52,5,5,0,0,Olympic (Women) - United States,Lee Stecklein,Dump In/Out,119,52,Lost,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:51,5,5,0,0,Olympic (Women) - Canada,Blayre Turnbull,Puck Recovery,57,43,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:49,5,5,0,0,Olympic (Women) - Canada,Blayre Turnbull,Play,72,76,Direct,,,,Jennifer Wakefield,122,80
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:48,5,5,0,0,Olympic (Women) - Canada,Jennifer Wakefield,Zone Entry,126,82,Carried,,,,Lee Stecklein,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:47,5,5,0,0,Olympic (Women) - Canada,Jennifer Wakefield,Incomplete Play,154,82,Direct,,,,Natalie Spooner,173,47
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:46,5,5,0,0,Olympic (Women) - United States,Maddie Rooney,Puck Recovery,15,40,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:46,5,5,0,0,Olympic (Women) - United States,Maddie Rooney,Play,15,40,Indirect,,,,Monique Lamoureux,31,81
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:42,5,5,0,0,Olympic (Women) - United States,Monique Lamoureux,Play,63,75,Direct,,,,Lee Stecklein,77,27
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:39,5,5,0,0,Olympic (Women) - United States,Lee Stecklein,Play,107,25,Direct,,,,Hannah Brandt,125,28
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:39,5,5,0,0,Olympic (Women) - United States,Hannah Brandt,Zone Entry,125,28,Carried,,,,Laura Fortino,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:35,5,5,0,0,Olympic (Women) - United States,Hannah Brandt,Play,192,14,Direct,,,,Amanda Kessel,154,8
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:33,5,5,0,0,Olympic (Women) - United States,Amanda Kessel,Play,155,5,Indirect,,,,Hannah Brandt,174,3
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:30,5,5,0,0,Olympic (Women) - United States,Hannah Brandt,Incomplete Play,174,4,Direct,,,,Dani Cameranesi,156,33
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:28,5,5,0,0,Olympic (Women) - United States,Dani Cameranesi,Puck Recovery,196,42,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:27,5,5,0,0,Olympic (Women) - United States,Dani Cameranesi,Play,191,61,Direct,,,,Kacey Bellamy,130,75
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:25,5,5,0,0,Olympic (Women) - United States,Kacey Bellamy,Incomplete Play,134,75,Direct,,,,Hannah Brandt,190,52
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:25,5,5,0,0,Olympic (Women) - Canada,Jocelyne Larocque,Puck Recovery,39,19,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:25,5,5,0,0,Olympic (Women) - Canada,Jocelyne Larocque,Play,39,19,Direct,,,,Sarah Nurse,57,12
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:22,5,5,0,0,Olympic (Women) - Canada,Sarah Nurse,Incomplete Play,57,12,Direct,,,,Natalie Spooner,104,27
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:19,5,5,0,0,Olympic (Women) - United States,Maddie Rooney,Puck Recovery,14,41,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:18,5,5,0,0,Olympic (Women) - United States,Maddie Rooney,Play,14,41,Direct,,,,Kacey Bellamy,41,79
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:17,5,5,0,0,Olympic (Women) - United States,Kacey Bellamy,Play,41,79,Indirect,,,,Amanda Kessel,124,82
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:15,5,5,0,0,Olympic (Women) - United States,Amanda Kessel,Zone Entry,124,82,Carried,,,,Laura Fortino,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:14,5,5,0,0,Olympic (Women) - United States,Amanda Kessel,Play,148,77,Direct,,,,Hannah Brandt,170,61
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:13,5,5,0,0,Olympic (Women) - United States,Hannah Brandt,Shot,178,53,Snapshot,Missed,f,f,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:10,5,5,0,0,Olympic (Women) - Canada,Emily Clark,Puck Recovery,14,18,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:10,5,5,0,0,Olympic (Women) - Canada,Emily Clark,Incomplete Play,14,14,Direct,,,,Sarah Nurse,63,13
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:07,5,5,0,0,Olympic (Women) - United States,Amanda Kessel,Puck Recovery,75,64,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:03,5,5,0,0,Olympic (Women) - United States,Amanda Kessel,Play,55,62,Direct,,,,Hannah Brandt,86,78
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:01,5,5,0,0,Olympic (Women) - United States,Hannah Brandt,Zone Entry,124,74,Carried,,,,Laura Fortino,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,17:00,5,5,0,0,Olympic (Women) - United States,Hannah Brandt,Shot,150,63,Snapshot,On Net,f,f,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:57,5,5,0,0,Olympic (Women) - United States,Hannah Brandt,Puck Recovery,188,67,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:56,5,5,0,0,Olympic (Women) - United States,Hannah Brandt,Incomplete Play,187,68,Direct,,,,Amanda Kessel,179,46
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:55,5,5,0,0,Olympic (Women) - Canada,Laura Stacey,Puck Recovery,35,44,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:50,5,5,0,0,Olympic (Women) - Canada,Laura Stacey,Dump In/Out,124,84,Lost,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:50,5,5,0,0,Olympic (Women) - Canada,Laura Stacey,Zone Entry,124,84,Dumped,,,,Megan Keller,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:47,5,5,0,0,Olympic (Women) - United States,Emily Pfalzer,Puck Recovery,0,24,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:47,5,5,0,0,Olympic (Women) - United States,Emily Pfalzer,Play,0,24,Indirect,,,,Hannah Brandt,33,80
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:43,5,5,0,0,Olympic (Women) - United States,Hannah Brandt,Incomplete Play,74,71,Direct,,,,Amanda Pelkey,121,29
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:40,5,5,0,0,Olympic (Women) - Canada,Meaghan Mikkelson,Puck Recovery,7,49,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:40,5,5,0,0,Olympic (Women) - United States,Hannah Brandt,Faceoff Win,31,64,Backhand,,,,Marie-Philip Poulin,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:38,5,5,0,0,Olympic (Women) - United States,Megan Keller,Puck Recovery,26,64,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:36,5,5,0,0,Olympic (Women) - United States,Megan Keller,Play,19,79,Direct,,,,Meghan Duggan,58,83
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:34,5,5,0,0,Olympic (Women) - United States,Meghan Duggan,Incomplete Play,62,79,Direct,,,,Hannah Brandt,82,59
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:32,5,5,0,0,Olympic (Women) - Canada,Brigette Lacquette,Puck Recovery,90,55,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:32,5,5,0,0,Olympic (Women) - Canada,Brigette Lacquette,Play,90,55,Direct,,,,Meghan Agosta,120,44
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:31,5,5,0,0,Olympic (Women) - Canada,Meghan Agosta,Zone Entry,126,48,Carried,,,,Megan Keller,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:28,5,5,0,0,Olympic (Women) - United States,Megan Keller,Puck Recovery,34,55,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:25,5,5,0,0,Olympic (Women) - United States,Megan Keller,Play,17,79,Direct,,,,Amanda Pelkey,1,43
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:22,5,5,0,0,Olympic (Women) - United States,Amanda Pelkey,Incomplete Play,7,22,Indirect,,,,Gigi Marvin,48,3
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:21,5,5,0,0,Olympic (Women) - Canada,Brigette Lacquette,Puck Recovery,152,82,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:21,5,5,0,0,Olympic (Women) - Canada,Brigette Lacquette,Incomplete Play,152,82,Indirect,,,,Melodie Daoust,192,10
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:17,5,5,0,0,Olympic (Women) - United States,Megan Keller,Takeaway,8,75,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:14,5,5,0,0,Olympic (Women) - United States,Megan Keller,Play,7,73,Indirect,,,,Emily Pfalzer,21,2
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:10,5,5,0,0,Olympic (Women) - United States,Emily Pfalzer,Play,39,2,Indirect,,,,Amanda Pelkey,82,4
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:09,5,5,0,0,Olympic (Women) - United States,Amanda Pelkey,Play,82,4,Indirect,,,,Meghan Duggan,106,2
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:07,5,5,0,0,Olympic (Women) - United States,Meghan Duggan,Play,110,4,Direct,,,,Gigi Marvin,125,12
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:06,5,5,0,0,Olympic (Women) - United States,Gigi Marvin,Zone Entry,125,12,Carried,,,,Jocelyne Larocque,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:06,5,5,0,0,Olympic (Women) - United States,Gigi Marvin,Play,134,8,Direct,,,,Meghan Duggan,132,2
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:04,5,5,0,0,Olympic (Women) - United States,Meghan Duggan,Shot,134,5,Snapshot,On Net,f,f,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:02,5,5,0,0,Olympic (Women) - Canada,Brianne Jenner,Faceoff Win,31,65,Backhand,,,,Brianna Decker,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:01,5,5,0,0,Olympic (Women) - Canada,Lauriane Rougeau,Puck Recovery,17,71,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,16:00,5,5,0,0,Olympic (Women) - Canada,Lauriane Rougeau,Play,8,63,Indirect,,,,Brianne Jenner,28,84
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,15:58,5,5,0,0,Olympic (Women) - Canada,Brianne Jenner,Play,33,84,Direct,,,,Jillian Saulnier,72,79
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,15:55,5,5,0,0,Olympic (Women) - Canada,Jillian Saulnier,Dump In/Out,114,81,Retained,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,15:55,5,5,0,0,Olympic (Women) - Canada,Jillian Saulnier,Zone Entry,114,81,Dumped,,,,Cayla Barnes,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,15:53,5,5,0,0,Olympic (Women) - Canada,Lauriane Rougeau,Puck Recovery,167,81,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,15:53,5,5,0,0,Olympic (Women) - Canada,Lauriane Rougeau,Play,180,79,Indirect,,,,Meaghan Mikkelson,185,5
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,15:49,5,5,0,0,Olympic (Women) - Canada,Meaghan Mikkelson,Play,180,3,Indirect,,,,Brianne Jenner,195,17
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,15:47,5,5,0,0,Olympic (Women) - Canada,Brianne Jenner,Incomplete Play,195,17,Indirect,,,,Lauriane Rougeau,199,37
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,15:43,5,5,0,0,Olympic (Women) - Canada,Jillian Saulnier,Puck Recovery,197,49,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,15:32,5,5,0,0,Olympic (Women) - United States,Kendall Coyne Schofield,Puck Recovery,177,80,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,15:27,5,5,0,0,Olympic (Women) - United States,Brianna Decker,Puck Recovery,194,17,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,15:16,5,5,0,0,Olympic (Women) - Canada,Lauriane Rougeau,Puck Recovery,19,82,,,,,,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,15:12,5,5,0,0,Olympic (Women) - Canada,Lauriane Rougeau,Play,6,32,Direct,,,,Brianne Jenner,27,29
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,15:10,5,5,0,0,Olympic (Women) - Canada,Brianne Jenner,Play,36,20,Direct,,,,Lauriane Rougeau,55,5
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,15:09,5,5,0,0,Olympic (Women) - Canada,Lauriane Rougeau,Play,66,7,Direct,,,,Natalie Spooner,86,13
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,15:07,5,5,0,0,Olympic (Women) - Canada,Natalie Spooner,Zone Entry,126,11,Carried,,,,Lee Stecklein,,
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,15:04,5,5,0,0,Olympic (Women) - Canada,Natalie Spooner,Play,198,21,Indirect,,,,Jennifer Wakefield,183,81
2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,2,15:01,5,5,0,0,Olympic (Women) - Canada,Jennifer Wakefield,Incomplete Play,183,81,Indirect,,,,Natalie Spooner,200,44
